KO	GO	GO_term
K11201	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11201	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11201	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11201	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11201	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11201	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11201	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11202	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11202	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11202	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11202	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11202	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11202	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11202	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11202	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11203	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11203	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11203	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11203	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11203	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11203	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11203	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11203	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11204	GO:0004357	glutamate-cysteine ligase activity
K11204	GO:0004357	glutamate-cysteine ligase activity
K11204	GO:0004357	glutamate-cysteine ligase activity
K11212	GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity
K11217	GO:0004715	non-membrane spanning protein tyrosine kinase activity
K11218	GO:0004715	non-membrane spanning protein tyrosine kinase activity
K11219	GO:0004715	non-membrane spanning protein tyrosine kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11231	GO:0000155	phosphorelay sensor kinase activity
K11233	GO:0000156	phosphorelay response regulator activity
K11233	GO:0000156	phosphorelay response regulator activity
K11234	GO:0000772	mating pheromone activity
K11234	GO:0000772	mating pheromone activity
K11234	GO:0000772	mating pheromone activity
K11234	GO:0000772	mating pheromone activity
K11234	GO:0000772	mating pheromone activity
K11235	GO:0000772	mating pheromone activity
K11235	GO:0000772	mating pheromone activity
K11235	GO:0000772	mating pheromone activity
K11235	GO:0000772	mating pheromone activity
K11235	GO:0000772	mating pheromone activity
K11240	GO:0004725	protein tyrosine phosphatase activity
K11240	GO:0004725	protein tyrosine phosphatase activity
K11240	GO:0004725	protein tyrosine phosphatase activity
K11240	GO:0004725	protein tyrosine phosphatase activity
K11240	GO:0004725	protein tyrosine phosphatase activity
K11240	GO:0004725	protein tyrosine phosphatase activity
K11256	GO:0004402	histone acetyltransferase activity
K11256	GO:0004402	histone acetyltransferase activity
K11256	GO:0004402	histone acetyltransferase activity
K11256	GO:0004402	histone acetyltransferase activity
K11262	GO:0003989	acetyl-CoA carboxylase activity
K11262	GO:0003989	acetyl-CoA carboxylase activity
K11262	GO:0003989	acetyl-CoA carboxylase activity
K11263	GO:0003989	acetyl-CoA carboxylase activity
K11263	GO:0003989	acetyl-CoA carboxylase activity
K11263	GO:0003989	acetyl-CoA carboxylase activity
K11263	GO:0004658	propionyl-CoA carboxylase activity
K11265	GO:0004016	adenylate cyclase activity
K11265	GO:0004016	adenylate cyclase activity
K11265	GO:0004016	adenylate cyclase activity
K11273	GO:0003724	RNA helicase activity
K11273	GO:0003724	RNA helicase activity
K11273	GO:0003724	RNA helicase activity
K11273	GO:0003724	RNA helicase activity
K11303	GO:0004402	histone acetyltransferase activity
K11303	GO:0004402	histone acetyltransferase activity
K11303	GO:0004402	histone acetyltransferase activity
K11303	GO:0004402	histone acetyltransferase activity
K11304	GO:0004402	histone acetyltransferase activity
K11304	GO:0004402	histone acetyltransferase activity
K11304	GO:0004402	histone acetyltransferase activity
K11304	GO:0004402	histone acetyltransferase activity
K11305	GO:0004402	histone acetyltransferase activity
K11305	GO:0004402	histone acetyltransferase activity
K11305	GO:0004402	histone acetyltransferase activity
K11305	GO:0004402	histone acetyltransferase activity
K11306	GO:0004402	histone acetyltransferase activity
K11306	GO:0004402	histone acetyltransferase activity
K11306	GO:0004402	histone acetyltransferase activity
K11306	GO:0004402	histone acetyltransferase activity
K11307	GO:0004402	histone acetyltransferase activity
K11307	GO:0004402	histone acetyltransferase activity
K11307	GO:0004402	histone acetyltransferase activity
K11307	GO:0004402	histone acetyltransferase activity
K11308	GO:0004402	histone acetyltransferase activity
K11308	GO:0004402	histone acetyltransferase activity
K11308	GO:0004402	histone acetyltransferase activity
K11308	GO:0004402	histone acetyltransferase activity
K11310	GO:0004402	histone acetyltransferase activity
K11310	GO:0004402	histone acetyltransferase activity
K11310	GO:0004402	histone acetyltransferase activity
K11310	GO:0004402	histone acetyltransferase activity
K11319	GO:0035064	methylated histone binding
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11328	GO:0000155	phosphorelay sensor kinase activity
K11329	GO:0000156	phosphorelay response regulator activity
K11329	GO:0000156	phosphorelay response regulator activity
K11330	GO:0000156	phosphorelay response regulator activity
K11330	GO:0000156	phosphorelay response regulator activity
K11331	GO:0003796	lysozyme activity
K11331	GO:0003796	lysozyme activity
K11331	GO:0003796	lysozyme activity
K11331	GO:0003796	lysozyme activity
K11332	GO:0000156	phosphorelay response regulator activity
K11332	GO:0000156	phosphorelay response regulator activity
K11345	GO:0035064	methylated histone binding
K11346	GO:0035064	methylated histone binding
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11354	GO:0000155	phosphorelay sensor kinase activity
K11355	GO:0000156	phosphorelay response regulator activity
K11355	GO:0000156	phosphorelay response regulator activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000155	phosphorelay sensor kinase activity
K11356	GO:0000156	phosphorelay response regulator activity
K11356	GO:0000156	phosphorelay response regulator activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11357	GO:0000155	phosphorelay sensor kinase activity
K11358	GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity
K11366	GO:0004843	cysteine-type deubiquitinase activity
K11366	GO:0004843	cysteine-type deubiquitinase activity
K11366	GO:0004843	cysteine-type deubiquitinase activity
K11366	GO:0004843	cysteine-type deubiquitinase activity
K11366	GO:0004843	cysteine-type deubiquitinase activity
K11367	GO:0003678	DNA helicase activity
K11367	GO:0003678	DNA helicase activity
K11367	GO:0003678	DNA helicase activity
K11367	GO:0003678	DNA helicase activity
K11367	GO:0003678	DNA helicase activity
K11367	GO:0003678	DNA helicase activity
K11367	GO:0003678	DNA helicase activity
K11367	GO:0003678	DNA helicase activity
K11378	GO:0004402	histone acetyltransferase activity
K11378	GO:0004402	histone acetyltransferase activity
K11378	GO:0004402	histone acetyltransferase activity
K11378	GO:0004402	histone acetyltransferase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11383	GO:0000155	phosphorelay sensor kinase activity
K11384	GO:0000156	phosphorelay response regulator activity
K11384	GO:0000156	phosphorelay response regulator activity
K11385	GO:0052636	arabinosyltransferase activity
K11386	GO:0052636	arabinosyltransferase activity
K11387	GO:0052636	arabinosyltransferase activity
K11401	GO:0004402	histone acetyltransferase activity
K11401	GO:0004402	histone acetyltransferase activity
K11401	GO:0004402	histone acetyltransferase activity
K11401	GO:0004402	histone acetyltransferase activity
K11425	GO:0046976	histone H3K27 methyltransferase activity
K11427	GO:0031151	histone H3K79 methyltransferase activity
K11430	GO:0046976	histone H3K27 methyltransferase activity
K11443	GO:0000156	phosphorelay response regulator activity
K11443	GO:0000156	phosphorelay response regulator activity
K11444	GO:0000156	phosphorelay response regulator activity
K11444	GO:0000156	phosphorelay response regulator activity
K11518	GO:0015288	porin activity
K11518	GO:0015288	porin activity
K11518	GO:0015288	porin activity
K11518	GO:0015288	porin activity
K11518	GO:0015288	porin activity
K11518	GO:0015288	porin activity
K11518	GO:0015288	porin activity
K11518	GO:0015288	porin activity
K11518	GO:0015450	protein-transporting ATPase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11520	GO:0000155	phosphorelay sensor kinase activity
K11521	GO:0000156	phosphorelay response regulator activity
K11521	GO:0000156	phosphorelay response regulator activity
K11522	GO:0000156	phosphorelay response regulator activity
K11522	GO:0000156	phosphorelay response regulator activity
K11523	GO:0000156	phosphorelay response regulator activity
K11523	GO:0000156	phosphorelay response regulator activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000155	phosphorelay sensor kinase activity
K11526	GO:0000156	phosphorelay response regulator activity
K11526	GO:0000156	phosphorelay response regulator activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000155	phosphorelay sensor kinase activity
K11527	GO:0000156	phosphorelay response regulator activity
K11527	GO:0000156	phosphorelay response regulator activity
K11532	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity
K11532	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity
K11538	GO:0003995	acyl-CoA dehydrogenase activity
K11538	GO:0003995	acyl-CoA dehydrogenase activity
K11594	GO:0003724	RNA helicase activity
K11594	GO:0003724	RNA helicase activity
K11594	GO:0003724	RNA helicase activity
K11594	GO:0003724	RNA helicase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11614	GO:0000155	phosphorelay sensor kinase activity
K11615	GO:0000156	phosphorelay response regulator activity
K11615	GO:0000156	phosphorelay response regulator activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11617	GO:0000155	phosphorelay sensor kinase activity
K11618	GO:0000156	phosphorelay response regulator activity
K11618	GO:0000156	phosphorelay response regulator activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11623	GO:0000155	phosphorelay sensor kinase activity
K11624	GO:0000156	phosphorelay response regulator activity
K11624	GO:0000156	phosphorelay response regulator activity
K11629	GO:0000155	phosphorelay sensor kinase activity
K11629	GO:0000155	phosphorelay sensor kinase activity
K11629	GO:0000155	phosphorelay sensor kinase activity
K11629	GO:0000155	phosphorelay sensor kinase activity
K11629	GO:0000155	phosphorelay sensor kinase activity
K11629	GO:0000155	phosphorelay sensor kinase activity
K11629	GO:0000155	phosphorelay sensor kinase activity
