KO	Module	Module_desc
K01906	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
K13788	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate
K15024	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate
K17222	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K17223	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K17224	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K17225	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K22622	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K17226	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K17227	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate
K00394	M00596	Dissimilatory sulfate reduction, sulfate => H2S
K00395	M00596	Dissimilatory sulfate reduction, sulfate => H2S
K11180	M00596	Dissimilatory sulfate reduction, sulfate => H2S
K11181	M00596	Dissimilatory sulfate reduction, sulfate => H2S
K08928	M00597	Anoxygenic photosystem II
K08929	M00597	Anoxygenic photosystem II
K08940	M00598	Anoxygenic photosystem I
K08941	M00598	Anoxygenic photosystem I
K08942	M00598	Anoxygenic photosystem I
K10977	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate
K10978	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate
K17462	M00609	Cysteine biosynthesis, methionine => cysteine
K07173	M00609	Cysteine biosynthesis, methionine => cysteine
K17216	M00609	Cysteine biosynthesis, methionine => cysteine
K17217	M00609	Cysteine biosynthesis, methionine => cysteine
K02575	M00615	Nitrate assimilation
K15576	M00615	Nitrate assimilation
K15577	M00615	Nitrate assimilation
K15578	M00615	Nitrate assimilation
K15579	M00615	Nitrate assimilation
K02048	M00616	Sulfate-sulfur assimilation
K23163	M00616	Sulfate-sulfur assimilation
K02046	M00616	Sulfate-sulfur assimilation
K02047	M00616	Sulfate-sulfur assimilation
K02045	M00616	Sulfate-sulfur assimilation
K18209	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate
K18210	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate
K00282	M00621	Glycine cleavage system
K00283	M00621	Glycine cleavage system
K18029	M00622	Nicotinate degradation, nicotinate => fumarate
K18030	M00622	Nicotinate degradation, nicotinate => fumarate
K14974	M00622	Nicotinate degradation, nicotinate => fumarate
K18028	M00622	Nicotinate degradation, nicotinate => fumarate
K15357	M00622	Nicotinate degradation, nicotinate => fumarate
K13995	M00622	Nicotinate degradation, nicotinate => fumarate
K01799	M00622	Nicotinate degradation, nicotinate => fumarate
K18068	M00623	Phthalate degradation, phthalate => protocatechuate
K18069	M00623	Phthalate degradation, phthalate => protocatechuate
K18067	M00623	Phthalate degradation, phthalate => protocatechuate
K04102	M00623	Phthalate degradation, phthalate => protocatechuate
K18074	M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate
K18075	M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate
K18077	M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate
K18076	M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate
K02547	M00625	Methicillin resistance
K02546	M00625	Methicillin resistance
K02545	M00625	Methicillin resistance
K02172	M00627	beta-Lactam resistance, Bla system
K02171	M00627	beta-Lactam resistance, Bla system
K18766	M00627	beta-Lactam resistance, Bla system
K17836	M00627	beta-Lactam resistance, Bla system
K19634	M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol
K18102	M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol
K18103	M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol
K18107	M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol
K00041	M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P
K01685	M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P
K16849	M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P
K16850	M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P
K01785	M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P
K01784	M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P
K18126	M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P
K18251	M00636	Phthalate degradation, phthalate => protocatechuate
K18252	M00636	Phthalate degradation, phthalate => protocatechuate
K18253	M00636	Phthalate degradation, phthalate => protocatechuate
K18254	M00636	Phthalate degradation, phthalate => protocatechuate
K18255	M00636	Phthalate degradation, phthalate => protocatechuate
K18256	M00636	Phthalate degradation, phthalate => protocatechuate
K05599	M00637	Anthranilate degradation, anthranilate => catechol
K05600	M00637	Anthranilate degradation, anthranilate => catechol
K11311	M00637	Anthranilate degradation, anthranilate => catechol
K16319	M00637	Anthranilate degradation, anthranilate => catechol
K16320	M00637	Anthranilate degradation, anthranilate => catechol
K18248	M00637	Anthranilate degradation, anthranilate => catechol
K18249	M00637	Anthranilate degradation, anthranilate => catechol
K18242	M00638	Salicylate degradation, salicylate => gentisate
K18243	M00638	Salicylate degradation, salicylate => gentisate
K18294	M00639	Multidrug resistance, efflux pump MexCD-OprJ
K18295	M00639	Multidrug resistance, efflux pump MexCD-OprJ
K18296	M00639	Multidrug resistance, efflux pump MexCD-OprJ
K08721	M00639	Multidrug resistance, efflux pump MexCD-OprJ
K18297	M00641	Multidrug resistance, efflux pump MexEF-OprN
K18297	M00745	Imipenem resistance, repression of porin OprD
K18298	M00641	Multidrug resistance, efflux pump MexEF-OprN
K18299	M00641	Multidrug resistance, efflux pump MexEF-OprN
K18300	M00641	Multidrug resistance, efflux pump MexEF-OprN
K18301	M00642	Multidrug resistance, efflux pump MexJK-OprM
K18302	M00642	Multidrug resistance, efflux pump MexJK-OprM
K18303	M00642	Multidrug resistance, efflux pump MexJK-OprM
K18139	M00642	Multidrug resistance, efflux pump MexJK-OprM
K18139	M00643	Multidrug resistance, efflux pump MexXY-OprM
K18139	M00718	Multidrug resistance, efflux pump MexAB-OprM
K18129	M00643	Multidrug resistance, efflux pump MexXY-OprM
K18094	M00643	Multidrug resistance, efflux pump MexXY-OprM
K18095	M00643	Multidrug resistance, efflux pump MexXY-OprM
K18143	M00649	Multidrug resistance, efflux pump AdeABC
K18144	M00649	Multidrug resistance, efflux pump AdeABC
K18145	M00649	Multidrug resistance, efflux pump AdeABC
K18146	M00649	Multidrug resistance, efflux pump AdeABC
K18147	M00649	Multidrug resistance, efflux pump AdeABC
K18345	M00651	Vancomycin resistance, D-Ala-D-Lac type
K18344	M00651	Vancomycin resistance, D-Ala-D-Lac type
K07260	M00651	Vancomycin resistance, D-Ala-D-Lac type
K18346	M00651	Vancomycin resistance, D-Ala-D-Lac type
K18351	M00651	Vancomycin resistance, D-Ala-D-Lac type
K18352	M00651	Vancomycin resistance, D-Ala-D-Lac type
K18354	M00651	Vancomycin resistance, D-Ala-D-Lac type
K18353	M00651	Vancomycin resistance, D-Ala-D-Lac type
K18347	M00651	Vancomycin resistance, D-Ala-D-Lac type
K15739	M00651	Vancomycin resistance, D-Ala-D-Lac type
K08641	M00651	Vancomycin resistance, D-Ala-D-Lac type
K18350	M00652	Vancomycin resistance, D-Ala-D-Ser type
K18349	M00652	Vancomycin resistance, D-Ala-D-Ser type
K18348	M00652	Vancomycin resistance, D-Ala-D-Ser type
K18856	M00652	Vancomycin resistance, D-Ala-D-Ser type
K18866	M00652	Vancomycin resistance, D-Ala-D-Ser type
K03223	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18374	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18376	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18373	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18375	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18377	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18379	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18380	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18381	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K18385	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline
K18386	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline
K18387	M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline
K14658	M00664	Nodulation
K14659	M00664	Nodulation
K14666	M00664	Nodulation
K14657	M00664	Nodulation
K12743	M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin
K12743	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C
K04126	M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin
K04126	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C
K10852	M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin
K04127	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C
K12744	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C
K12745	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C
K04128	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C
K18062	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C
K18063	M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C
K12673	M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate
K12674	M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate
K12675	M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate
K12676	M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate
K18317	M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate
K18316	M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate
K18315	M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate
K18140	M00696	Multidrug resistance, efflux pump AcrEF-TolC
K18141	M00696	Multidrug resistance, efflux pump AcrEF-TolC
K18142	M00696	Multidrug resistance, efflux pump AcrEF-TolC
K07690	M00697	Multidrug resistance, efflux pump MdtEF-TolC
K18898	M00697	Multidrug resistance, efflux pump MdtEF-TolC
K18899	M00697	Multidrug resistance, efflux pump MdtEF-TolC
K18900	M00698	Multidrug resistance, efflux pump BpeEF-OprC
K18901	M00698	Multidrug resistance, efflux pump BpeEF-OprC
K18902	M00698	Multidrug resistance, efflux pump BpeEF-OprC
K18903	M00698	Multidrug resistance, efflux pump BpeEF-OprC
K18906	M00700	Multidrug resistance, efflux pump AbcA
K18906	M00702	Multidrug resistance, efflux pump NorB
K18906	M00704	Tetracycline resistance, efflux pump Tet38
K18907	M00700	Multidrug resistance, efflux pump AbcA
K18907	M00702	Multidrug resistance, efflux pump NorB
K18104	M00700	Multidrug resistance, efflux pump AbcA
K08170	M00702	Multidrug resistance, efflux pump NorB
K08168	M00704	Tetracycline resistance, efflux pump Tet38
K18909	M00705	Multidrug resistance, efflux pump MepA
K18908	M00705	Multidrug resistance, efflux pump MepA
K18938	M00714	Multidrug resistance, efflux pump QacA
K08167	M00714	Multidrug resistance, efflux pump QacA
K18131	M00718	Multidrug resistance, efflux pump MexAB-OprM
K03585	M00718	Multidrug resistance, efflux pump MexAB-OprM
K18138	M00718	Multidrug resistance, efflux pump MexAB-OprM
K19077	M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon
K19077	M00726	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF
K19077	M00730	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter
K19078	M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon
K19078	M00726	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF
K19078	M00730	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter
K03367	M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon
K03739	M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon
K14188	M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon
K03740	M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon
K14205	M00726	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF
K19079	M00730	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter
K19080	M00730	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter
K19102	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A
K19103	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A
K05375	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A
K19104	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A
K19105	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A
K19106	M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A
K00261	M00740	Methylaspartate cycle
K19268	M00740	Methylaspartate cycle
K01846	M00740	Methylaspartate cycle
K04835	M00740	Methylaspartate cycle
K19280	M00740	Methylaspartate cycle
K19281	M00740	Methylaspartate cycle
K19312	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K22568	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K07637	M00744	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE
K07660	M00744	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE
K08477	M00744	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE
K18072	M00745	Imipenem resistance, repression of porin OprD
K18073	M00745	Imipenem resistance, repression of porin OprD
K07644	M00745	Imipenem resistance, repression of porin OprD
K07665	M00745	Imipenem resistance, repression of porin OprD
K18093	M00745	Imipenem resistance, repression of porin OprD
K13632	M00746	Multidrug resistance, repression of porin OmpF
K09476	M00746	Multidrug resistance, repression of porin OmpF
K10011	M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N
K07806	M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N
K10012	M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N
K13014	M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N
K19412	M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine
K18304	M00769	Multidrug resistance, efflux pump MexPQ-OpmE
K19591	M00769	Multidrug resistance, efflux pump MexPQ-OpmE
K19595	M00769	Multidrug resistance, efflux pump MexPQ-OpmE
K19594	M00769	Multidrug resistance, efflux pump MexPQ-OpmE
K19593	M00769	Multidrug resistance, efflux pump MexPQ-OpmE
K15988	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K24555	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K24556	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K24557	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K24558	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K15989	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K15990	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K15992	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K15991	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K15993	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K15994	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K15995	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K15996	M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin
K10817	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K24563	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K24564	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K14366	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K14367	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K14368	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K15997	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K14370	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K14369	M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B
K16007	M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin
K24565	M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin
K24566	M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin
K16008	M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin
K16009	M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin
