PFAM	GO_term	GO	PFAM_description
PF06273	translation initiation factor activity	GO:0003743	eIF-4B
PF06280	serine-type endopeptidase activity	GO:0004252	fn3_5
PF06280	cell wall	GO:0005618	fn3_5
PF06280	membrane	GO:0016020	fn3_5
PF06281	structural molecule activity	GO:0005198	VP1_VP3
PF06281	membrane	GO:0016020	VP1_VP3
PF06286	defense response to bacterium	GO:0042742	Coleoptericin
PF06286	extracellular region	GO:0005576	Coleoptericin
PF06297	zinc ion binding	GO:0008270	PET
PF06298	manganese ion binding	GO:0030145	PsbY
PF06298	photosynthesis	GO:0015979	PsbY
PF06298	photosystem II	GO:0009523	PsbY
PF06298	membrane	GO:0016020	PsbY
PF06305	plasma membrane	GO:0005886	LapA_dom
PF06308	response to antibiotic	GO:0046677	ErmC
PF06309	ATP binding	GO:0005524	Torsin
PF06309	ATP hydrolysis activity	GO:0016887	Torsin
PF06314	lyase activity	GO:0016829	ADC
PF06315	ATP binding	GO:0005524	AceK_kinase
PF06315	[isocitrate dehydrogenase (NADP+)] kinase activity	GO:0008772	AceK_kinase
PF06316	host outer membrane	GO:0044384	Ail_Lom
PF06317	RNA-dependent RNA polymerase activity	GO:0003968	Arena_RNA_pol
PF06317	viral genome replication	GO:0019079	Arena_RNA_pol
PF06324	hormone activity	GO:0005179	Pigment_DH
PF06324	response to light stimulus	GO:0009416	Pigment_DH
PF06324	extracellular region	GO:0005576	Pigment_DH
PF06326	structural molecule activity	GO:0005198	Vesiculo_matrix
PF06326	viral envelope	GO:0019031	Vesiculo_matrix
PF06327	adenylate cyclase activity	GO:0004016	Adcy_cons_dom
PF06327	cAMP biosynthetic process	GO:0006171	Adcy_cons_dom
PF06327	plasma membrane	GO:0005886	Adcy_cons_dom
PF06330	carbon-oxygen lyase activity, acting on phosphates	GO:0016838	TRI5
PF06331	nucleotide-excision repair	GO:0006289	Tfb5
PF06331	transcription initiation at RNA polymerase II promoter	GO:0006367	Tfb5
PF06331	transcription factor TFIIH core complex	GO:0000439	Tfb5
PF06333	transcription coregulator activity	GO:0003712	Med13_C
PF06333	regulation of transcription by RNA polymerase II	GO:0006357	Med13_C
PF06333	mediator complex	GO:0016592	Med13_C
PF06337	cysteine-type deubiquitinase activity	GO:0004843	DUSP
PF06338	establishment of competence for transformation	GO:0030420	ComK
PF06339	ectoine synthase activity	GO:0033990	Ectoine_synth
PF06339	ectoine biosynthetic process	GO:0019491	Ectoine_synth
PF06350	lipase activity	GO:0016298	HSL_N
PF06350	cholesterol metabolic process	GO:0008203	HSL_N
PF06350	lipid catabolic process	GO:0016042	HSL_N
PF06351	isomerase activity	GO:0016853	Allene_ox_cyc
PF06355	hemolysis by symbiont of host erythrocytes	GO:0019836	Aegerolysin
PF06357	calcium channel inhibitor activity	GO:0019855	Omega-toxin
PF06357	defense response	GO:0006952	Omega-toxin
PF06357	extracellular region	GO:0005576	Omega-toxin
PF06363	virion component	GO:0044423	Picorna_P3A
PF06367	actin binding	GO:0003779	Drf_FH3
PF06367	cellular component organization	GO:0016043	Drf_FH3
PF06368	methylaspartate mutase activity	GO:0050097	Met_asp_mut_E
PF06368	anaerobic glutamate catabolic process	GO:0019670	Met_asp_mut_E
PF06369	channel activity	GO:0015267	Anemone_cytotox
PF06369	monoatomic cation transport	GO:0006812	Anemone_cytotox
PF06369	pore complex assembly	GO:0046931	Anemone_cytotox
PF06369	cytolysis in another organism	GO:0051715	Anemone_cytotox
PF06369	pore complex	GO:0046930	Anemone_cytotox
PF06371	actin binding	GO:0003779	Drf_GBD
PF06371	small GTPase binding	GO:0031267	Drf_GBD
PF06371	actin cytoskeleton organization	GO:0030036	Drf_GBD
PF06373	G protein-coupled receptor signaling pathway	GO:0007186	CART
PF06373	adult feeding behavior	GO:0008343	CART
PF06373	cellular response to starvation	GO:0009267	CART
PF06373	negative regulation of appetite	GO:0032099	CART
PF06373	positive regulation of MAPK cascade	GO:0043410	CART
PF06373	extracellular space	GO:0005615	CART
PF06374	mitochondrial electron transport, NADH to ubiquinone	GO:0006120	NDUF_C2
PF06374	mitochondrial inner membrane	GO:0005743	NDUF_C2
PF06375	protein transport	GO:0015031	AP3D1
PF06375	AP-3 adaptor complex	GO:0030123	AP3D1
PF06377	hormone activity	GO:0005179	Adipokin_hormo
PF06379	rhamnose transmembrane transporter activity	GO:0015153	RhaT
PF06379	hexose transmembrane transport	GO:0008645	RhaT
PF06379	membrane	GO:0016020	RhaT
PF06382	spermatogenesis	GO:0007283	Protamine_like
PF06382	sperm DNA condensation	GO:0035092	Protamine_like
PF06384	beta-catenin binding	GO:0008013	ICAT
PF06385	regulation of DNA-templated transcription	GO:0006355	Baculo_LEF-11
PF06385	viral life cycle	GO:0019058	Baculo_LEF-11
PF06386	gas vesicle organization	GO:0031412	GvpL_GvpF
PF06386	gas vesicle	GO:0031411	GvpL_GvpF
PF06387	clathrin light chain binding	GO:0032051	Calcyon
PF06387	dopamine receptor signaling pathway	GO:0007212	Calcyon
PF06387	clathrin coat assembly	GO:0048268	Calcyon
PF06387	membrane	GO:0016020	Calcyon
PF06389	structural molecule activity	GO:0005198	Filo_VP24
PF06389	viral process	GO:0016032	Filo_VP24
PF06389	membrane	GO:0016020	Filo_VP24
PF06390	response to parathyroid hormone	GO:0071107	NESP55
PF06392	response to acidic pH	GO:0010447	Asr
PF06392	periplasmic space	GO:0042597	Asr
PF06393	positive regulation of apoptotic process	GO:0043065	BID
PF06393	cytoplasm	GO:0005737	BID
PF06396	angiotensin-activated signaling pathway	GO:0038166	AGTRAP
PF06397	iron ion binding	GO:0005506	Desulfoferrod_N
PF06399	negative regulation of biosynthetic process	GO:0009890	GFRP
PF06401	heparin binding	GO:0008201	Alpha-2-MRAP_C
PF06401	low-density lipoprotein particle receptor binding	GO:0050750	Alpha-2-MRAP_C
PF06401	endoplasmic reticulum	GO:0005783	Alpha-2-MRAP_C
PF06403	structural molecule activity	GO:0005198	Lamprin
PF06403	extracellular matrix	GO:0031012	Lamprin
PF06404	growth factor activity	GO:0008083	PSK
PF06404	cell population proliferation	GO:0008283	PSK
PF06404	extracellular region	GO:0005576	PSK
PF06405	red chlorophyll catabolite reductase activity	GO:0051743	RCC_reductase
PF06414	ATP binding	GO:0005524	Zeta_toxin
PF06414	kinase activity	GO:0016301	Zeta_toxin
PF06415	phosphoglycerate mutase activity	GO:0004619	iPGM_N
PF06415	manganese ion binding	GO:0030145	iPGM_N
PF06415	glucose catabolic process	GO:0006007	iPGM_N
PF06415	cytoplasm	GO:0005737	iPGM_N
PF06416	ubiquitin-protein transferase activity	GO:0004842	T3SS_NleG
PF06416	biological process involved in symbiotic interaction	GO:0044403	T3SS_NleG
PF06418	CTP synthase activity	GO:0003883	CTP_synth_N
PF06418	pyrimidine nucleotide biosynthetic process	GO:0006221	CTP_synth_N
PF06420	single-stranded DNA binding	GO:0003697	Mgm101p
PF06420	mitochondrial genome maintenance	GO:0000002	Mgm101p
PF06420	DNA repair	GO:0006281	Mgm101p
PF06420	mitochondrial chromosome	GO:0000262	Mgm101p
PF06422	ATP binding	GO:0005524	PDR_CDR
PF06422	ATPase-coupled transmembrane transporter activity	GO:0042626	PDR_CDR
PF06422	transmembrane transport	GO:0055085	PDR_CDR
PF06422	membrane	GO:0016020	PDR_CDR
PF06423	acyltransferase activity	GO:0016746	GWT1
PF06423	GPI anchor biosynthetic process	GO:0006506	GWT1
PF06423	membrane	GO:0016020	GWT1
PF06424	mRNA splicing, via spliceosome	GO:0000398	PRP1_N
PF06426	serine O-acetyltransferase activity	GO:0009001	SATase_N
PF06426	cysteine biosynthetic process from serine	GO:0006535	SATase_N
PF06426	cytoplasm	GO:0005737	SATase_N
PF06427	UDP-glucose:glycoprotein glucosyltransferase activity	GO:0003980	UDP-g_GGTase
PF06427	protein glycosylation	GO:0006486	UDP-g_GGTase
PF06431	DNA binding	GO:0003677	Polyoma_lg_T_C
PF06431	ATP binding	GO:0005524	Polyoma_lg_T_C
PF06431	DNA replication	GO:0006260	Polyoma_lg_T_C
PF06432	GPI anchor biosynthetic process	GO:0006506	GPI2
PF06432	membrane	GO:0016020	GPI2
PF06433	amine dehydrogenase activity	GO:0030058	Me-amine-dh_H
PF06433	periplasmic space	GO:0042597	Me-amine-dh_H
PF06434	aconitate hydratase activity	GO:0003994	Aconitase_2_N
PF06434	tricarboxylic acid cycle	GO:0006099	Aconitase_2_N
PF06436	structural molecule activity	GO:0005198	Pneumovirus_M2
PF06436	regulation of viral transcription	GO:0046782	Pneumovirus_M2
PF06436	virion component	GO:0044423	Pneumovirus_M2
PF06437	magnesium ion binding	GO:0000287	ISN1
PF06437	IMP 5'-nucleotidase activity	GO:0050483	ISN1
PF06437	inosine salvage	GO:0006190	ISN1
PF06437	nucleotide metabolic process	GO:0009117	ISN1
PF06439	hydrolase activity	GO:0016787	3keto-disac_hyd
PF06440	DNA binding	GO:0003677	DNA_pol3_theta
PF06440	DNA-directed DNA polymerase activity	GO:0003887	DNA_pol3_theta
PF06440	DNA replication	GO:0006260	DNA_pol3_theta
PF06442	dihydrofolate reductase activity	GO:0004146	DHFR_2
PF06442	response to xenobiotic stimulus	GO:0009410	DHFR_2
PF06444	NADH dehydrogenase (ubiquinone) activity	GO:0008137	NADH_dehy_S2_C
PF06444	mitochondrial electron transport, NADH to ubiquinone	GO:0006120	NADH_dehy_S2_C
PF06446	intracellular iron ion homeostasis	GO:0006879	Hepcidin
PF06446	extracellular region	GO:0005576	Hepcidin
PF06448	lipid transporter activity	GO:0005319	DUF1081
PF06448	lipid transport	GO:0006869	DUF1081
PF06449	mitochondrion	GO:0005739	YMF19_C
PF06449	membrane	GO:0016020	YMF19_C
PF06450	sodium:proton antiporter activity	GO:0015385	NhaB
PF06450	sodium ion transport	GO:0006814	NhaB
PF06450	membrane	GO:0016020	NhaB
PF06451	defense response to bacterium	GO:0042742	Moricin
PF06451	extracellular region	GO:0005576	Moricin
PF06452	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0004553	CBM9_1
PF06452	carbohydrate binding	GO:0030246	CBM9_1
PF06452	carbohydrate catabolic process	GO:0016052	CBM9_1
PF06453	extracellular region	GO:0005576	LT-IIB
PF06456	protein domain specific binding	GO:0019904	Arfaptin
PF06457	monoatomic ion channel activity	GO:0005216	Ectatomin
PF06457	extracellular region	GO:0005576	Ectatomin
PF06459	ryanodine-sensitive calcium-release channel activity	GO:0005219	RR_TM4-6
PF06459	intracellular calcium ion homeostasis	GO:0006874	RR_TM4-6
PF06459	membrane	GO:0016020	RR_TM4-6
PF06461	DNA binding	GO:0003677	CHDII_SANT-like
PF06461	chromatin remodeling	GO:0006338	CHDII_SANT-like
PF06463	4 iron, 4 sulfur cluster binding	GO:0051539	Mob_synth_C
PF06463	Mo-molybdopterin cofactor biosynthetic process	GO:0006777	Mob_synth_C
PF06463	molybdopterin synthase complex	GO:0019008	Mob_synth_C
PF06466	histone acetyltransferase activity	GO:0004402	PCAF_N
PF06466	regulation of DNA-templated transcription	GO:0006355	PCAF_N
PF06466	nucleus	GO:0005634	PCAF_N
PF06467	zinc ion binding	GO:0008270	zf-FCS
PF06470	protein binding	GO:0005515	SMC_hinge
PF06470	ATP binding	GO:0005524	SMC_hinge
PF06470	chromosome organization	GO:0051276	SMC_hinge
PF06470	chromosome	GO:0005694	SMC_hinge
PF06471	RNA exonuclease activity	GO:0004532	CoV_ExoN
PF06471	methyltransferase activity	GO:0008168	CoV_ExoN
PF06472	ATP binding	GO:0005524	ABC_membrane_2
PF06472	ABC-type transporter activity	GO:0140359	ABC_membrane_2
PF06472	transmembrane transport	GO:0055085	ABC_membrane_2
PF06472	membrane	GO:0016020	ABC_membrane_2
PF06478	RNA binding	GO:0003723	CoV_RPol_N
PF06478	RNA-dependent RNA polymerase activity	GO:0003968	CoV_RPol_N
PF06478	ATP binding	GO:0005524	CoV_RPol_N
PF06478	DNA-templated transcription	GO:0006351	CoV_RPol_N
PF06479	RNA nuclease activity	GO:0004540	Ribonuc_2-5A
PF06479	mRNA processing	GO:0006397	Ribonuc_2-5A
PF06480	ATP-dependent peptidase activity	GO:0004176	FtsH_ext
PF06480	metalloendopeptidase activity	GO:0004222	FtsH_ext
PF06480	ATP binding	GO:0005524	FtsH_ext
PF06480	zinc ion binding	GO:0008270	FtsH_ext
PF06480	membrane	GO:0016020	FtsH_ext
PF06481	cytochrome bo3 ubiquinol oxidase activity	GO:0009486	COX_ARM
PF06481	electron transport chain	GO:0022900	COX_ARM
PF06481	membrane	GO:0016020	COX_ARM
PF06484	signal transduction	GO:0007165	Ten_N
PF06484	membrane	GO:0016020	Ten_N
PF06495	mRNA processing	GO:0006397	Transformer
PF06495	female sex differentiation	GO:0046660	Transformer
PF06506	phosphorelay response regulator activity	GO:0000156	PrpR_N
PF06506	DNA binding	GO:0003677	PrpR_N
PF06506	ATP binding	GO:0005524	PrpR_N
PF06506	phosphorelay signal transduction system	GO:0000160	PrpR_N
PF06507	DNA binding	GO:0003677	Auxin_resp
PF06507	regulation of DNA-templated transcription	GO:0006355	Auxin_resp
PF06507	response to hormone	GO:0009725	Auxin_resp
PF06507	nucleus	GO:0005634	Auxin_resp
PF06512	voltage-gated sodium channel activity	GO:0005248	Na_trans_assoc
PF06512	sodium ion transport	GO:0006814	Na_trans_assoc
PF06512	voltage-gated sodium channel complex	GO:0001518	Na_trans_assoc
PF06514	photosynthesis	GO:0015979	PsbU
PF06514	photosystem II stabilization	GO:0042549	PsbU
PF06514	photosystem II	GO:0009523	PsbU
PF06514	photosystem II oxygen evolving complex	GO:0009654	PsbU
PF06514	extrinsic component of membrane	GO:0019898	PsbU
PF06516	transmembrane transport	GO:0055085	NUP
PF06519	toxin transmembrane transporter activity	GO:0019534	TolA
PF06519	bacteriocin transport	GO:0043213	TolA
PF06519	membrane	GO:0016020	TolA
PF06524	zinc ion binding	GO:0008270	NOA36
PF06524	nucleus	GO:0005634	NOA36
PF06529	DNA-templated transcription	GO:0006351	Vert_IL3-reg_TF
PF06529	circadian rhythm	GO:0007623	Vert_IL3-reg_TF
PF06529	nucleus	GO:0005634	Vert_IL3-reg_TF
PF06530	DNA binding	GO:0003677	Phage_antitermQ
PF06530	negative regulation of termination of DNA-templated transcription	GO:0060567	Phage_antitermQ
PF06536	virion attachment to host cell	GO:0019062	Av_adeno_fibre
PF06546	DNA binding	GO:0003677	Vert_HS_TF
PF06546	DNA-binding transcription factor activity	GO:0003700	Vert_HS_TF
PF06546	regulation of DNA-templated transcription	GO:0006355	Vert_HS_TF
PF06553	positive regulation of apoptotic process	GO:0043065	BNIP3
PF06553	mitochondrial envelope	GO:0005740	BNIP3
PF06553	membrane	GO:0016020	BNIP3
PF06554	signal transduction	GO:0007165	Olfactory_mark
PF06554	sensory perception of smell	GO:0007608	Olfactory_mark
PF06558	translation regulator activity	GO:0045182	SecM
PF06559	dCTP deaminase activity	GO:0008829	DCD
PF06559	2'-deoxyribonucleotide metabolic process	GO:0009394	DCD
PF06560	glucose-6-phosphate isomerase activity	GO:0004347	GPI
PF06560	gluconeogenesis	GO:0006094	GPI
PF06560	glycolytic process	GO:0006096	GPI
PF06560	cytoplasm	GO:0005737	GPI
PF06573	zinc ion binding	GO:0008270	Churchill
PF06573	multicellular organism development	GO:0007275	Churchill
PF06573	positive regulation of DNA-templated transcription	GO:0045893	Churchill
PF06574	FMN adenylyltransferase activity	GO:0003919	FAD_syn
PF06574	riboflavin biosynthetic process	GO:0009231	FAD_syn
PF06580	phosphorelay sensor kinase activity	GO:0000155	His_kinase
PF06580	phosphorelay signal transduction system	GO:0000160	His_kinase
PF06580	membrane	GO:0016020	His_kinase
PF06581	regulation of exit from mitosis	GO:0007096	p31comet
PF06581	nucleus	GO:0005634	p31comet
PF06583	membrane	GO:0016020	Neogenin_C
PF06596	photosynthesis	GO:0015979	PsbX
PF06596	photosystem II	GO:0009523	PsbX
PF06596	membrane	GO:0016020	PsbX
PF06608	nucleus	GO:0005634	DUF1143
PF06609	transmembrane transporter activity	GO:0022857	TRI12
PF06609	transmembrane transport	GO:0055085	TRI12
PF06610	L-amino acid efflux transmembrane transporter activity	GO:0034639	AlaE
PF06610	membrane	GO:0016020	AlaE
PF06613	DNA binding	GO:0003677	KorB_C
PF06613	negative regulation of DNA-templated transcription	GO:0045892	KorB_C
PF06614	regulation of growth	GO:0040008	Neuromodulin
PF06616	magnesium ion binding	GO:0000287	BsuBI_PstI_RE
PF06616	DNA binding	GO:0003677	BsuBI_PstI_RE
PF06616	type II site-specific deoxyribonuclease activity	GO:0009036	BsuBI_PstI_RE
PF06616	DNA restriction-modification system	GO:0009307	BsuBI_PstI_RE
PF06617	protein tyrosine phosphatase activity	GO:0004725	M-inducer_phosp
PF06617	protein dephosphorylation	GO:0006470	M-inducer_phosp
PF06617	positive regulation of cell cycle G2/M phase transition	GO:1902751	M-inducer_phosp
PF06621	DNA binding	GO:0003677	SIM_C
PF06621	DNA-binding transcription factor activity	GO:0003700	SIM_C
PF06621	regulation of DNA-templated transcription	GO:0006355	SIM_C
PF06623	immune response	GO:0006955	MHC_I_C
PF06623	antigen processing and presentation	GO:0019882	MHC_I_C
PF06624	endoplasmic reticulum	GO:0005783	RAMP4
PF06630	double-stranded DNA 5'-3' DNA exonuclease activity	GO:0051908	Exonuc_VIII
PF06632	DNA binding	GO:0003677	XRCC4
PF06632	double-strand break repair	GO:0006302	XRCC4
PF06632	DNA recombination	GO:0006310	XRCC4
PF06632	nucleus	GO:0005634	XRCC4
PF06638	multicellular organism development	GO:0007275	Strabismus
PF06638	membrane	GO:0016020	Strabismus
PF06644	protein-containing complex assembly	GO:0065003	ATP11
PF06644	mitochondrion	GO:0005739	ATP11
PF06645	signal peptide processing	GO:0006465	SPC12
PF06645	signal peptidase complex	GO:0005787	SPC12
PF06645	membrane	GO:0016020	SPC12
PF06652	G protein-coupled receptor activity	GO:0004930	Methuselah_N
PF06657	microtubule binding	GO:0008017	Cep57_MT_bd
PF06658	double-stranded RNA binding	GO:0003725	DUF1168
PF06663	regulation of signal transduction	GO:0009966	CNK2_3_dom
PF06663	cytoplasm	GO:0005737	CNK2_3_dom
PF06663	membrane	GO:0016020	CNK2_3_dom
PF06667	regulation of DNA-templated transcription	GO:0006355	PspB
PF06667	phage shock	GO:0009271	PspB
PF06668	serine-type endopeptidase inhibitor activity	GO:0004867	ITI_HC_C
PF06668	hyaluronan metabolic process	GO:0030212	ITI_HC_C
PF06682	regulation of store-operated calcium entry	GO:2001256	SARAF
PF06682	endoplasmic reticulum membrane	GO:0005789	SARAF
PF06687	plasma membrane	GO:0005886	SUR7
PF06689	zinc ion binding	GO:0008270	zf-C4_ClpX
PF06689	protein dimerization activity	GO:0046983	zf-C4_ClpX
PF06694	microtubule minus-end binding	GO:0051011	Plant_NMP1
PF06699	GPI anchor biosynthetic process	GO:0006506	PIG-F
PF06699	endoplasmic reticulum membrane	GO:0005789	PIG-F
PF06701	ubiquitin-protein transferase activity	GO:0004842	MIB_HERC2
PF06701	metal ion binding	GO:0046872	MIB_HERC2
PF06701	protein ubiquitination	GO:0016567	MIB_HERC2
PF06703	signal peptide processing	GO:0006465	SPC25
PF06703	signal peptidase complex	GO:0005787	SPC25
PF06703	membrane	GO:0016020	SPC25
PF06705	structural constituent of cytoskeleton	GO:0005200	SF-assemblin
PF06713	bacteriocin immunity	GO:0030153	bPH_4
PF06714	protein binding	GO:0005515	Gp5_OB
PF06720	viral DNA genome replication	GO:0039693	Phi-29_GP16_7
PF06725	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0004553	3D
PF06725	peptidoglycan turnover	GO:0009254	3D
PF06725	outer membrane	GO:0019867	3D
PF06729	regulation of DNA-templated transcription	GO:0006355	CENP-R
PF06729	CENP-A containing chromatin assembly	GO:0034080	CENP-R
PF06732	ribosome biogenesis	GO:0042254	Pescadillo_N
PF06732	nucleolus	GO:0005730	Pescadillo_N
PF06733	DNA binding	GO:0003677	DEAD_2
PF06733	DNA helicase activity	GO:0003678	DEAD_2
PF06733	ATP binding	GO:0005524	DEAD_2
PF06734	protein kinase activity	GO:0004672	UL97
PF06734	ATP binding	GO:0005524	UL97
PF06734	viral process	GO:0016032	UL97
PF06736	potassium channel activity	GO:0005267	TMEM175
PF06736	proton channel activity	GO:0015252	TMEM175
PF06737	hydrolase activity	GO:0016787	Transglycosylas
PF06738	transmembrane transporter activity	GO:0022857	ThrE
PF06738	transmembrane transport	GO:0055085	ThrE
PF06740	microtubule cytoskeleton organization	GO:0000226	MAP_Futsch
PF06743	regulation of mitochondrial mRNA stability	GO:0044528	FAST_1
PF06751	ethanolamine ammonia-lyase activity	GO:0008851	EutB
PF06751	amino acid metabolic process	GO:0006520	EutB
PF06753	hormone activity	GO:0005179	Bradykinin
PF06753	defense response	GO:0006952	Bradykinin
PF06753	modulation of process of another organism	GO:0035821	Bradykinin
PF06753	extracellular region	GO:0005576	Bradykinin
PF06754	organic phosphonate transport	GO:0015716	PhnG
PF06754	organic phosphonate metabolic process	GO:0019634	PhnG
PF06762	protein maturation	GO:0051604	LMF1
